"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"501","英檢中級 GEPT Intermediate","C","中級","I","conjunction","noun","（語法）連接詞；結合、同時發生、與...一起","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"502","英檢中級 GEPT Intermediate","C","中級","I","connect","verb","連接、和...有關聯、與（人）建立良好關係","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"503","英檢中級 GEPT Intermediate","C","中級","I","connection","noun","聯繫、關聯、連接","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"504","英檢中級 GEPT Intermediate","C","中級","I","conquer","verb","征服、戰勝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"505","英檢中級 GEPT Intermediate","C","中級","I","conscience","noun","良心","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"506","英檢中級 GEPT Intermediate","C","中級","I","conscious","adj.","有知覺的、意識到的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"507","英檢中級 GEPT Intermediate","C","中級","I","consequence","noun","結果、後果","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"508","英檢中級 GEPT Intermediate","C","中級","I","consequent","adj.","隨之發生的","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"509","英檢中級 GEPT Intermediate","C","中級","I","conservative","adj./noun","保守的；保守者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"510","英檢中級 GEPT Intermediate","C","中級","I","considerable","adj.","相當大的、相當多的、可觀的","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"511","英檢中級 GEPT Intermediate","C","中級","I","considerate","adj.","體貼的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"512","英檢中級 GEPT Intermediate","C","中級","I","consideration","noun","考慮、需考慮之事、體貼","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"513","英檢中級 GEPT Intermediate","C","中級","I","consist","verb","在於、由…組成","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"514","英檢中級 GEPT Intermediate","C","中級","I","consistent","adj.","持續的、始終如一的；一致的、吻合的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"515","英檢中級 GEPT Intermediate","C","中級","I","consonant","noun","子音","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"516","英檢中級 GEPT Intermediate","C","中級","I","constant","adj.","連續不斷的、固定的","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"517","英檢中級 GEPT Intermediate","C","中級","I","constitute","verb","組成、構成；被視為；（合法或正式地）設立、成立","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"518","英檢中級 GEPT Intermediate","C","中級","I","constitution","noun","結構、構造；憲法、章程；體質、體格","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"519","英檢中級 GEPT Intermediate","C","中級","I","construct","verb/noun","建造、組成；概念、構想","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"520","英檢中級 GEPT Intermediate","C","中級","I","construction","noun","建造、結構、建築物","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"521","英檢中級 GEPT Intermediate","C","中級","I","constructive","adj.","建設性的、有助益的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"522","英檢中級 GEPT Intermediate","C","中級","I","consult","verb","諮詢、商議","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"523","英檢中級 GEPT Intermediate","C","中級","I","consultant","noun","顧問","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"524","英檢中級 GEPT Intermediate","C","中級","I","consume","verb","消耗、花費；（大量地）吃、喝","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"525","英檢中級 GEPT Intermediate","C","中級","I","consumer","noun","消費者、用戶","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"526","英檢中級 GEPT Intermediate","C","中級","I","container","noun","容器","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"527","英檢中級 GEPT Intermediate","C","中級","I","contemporary","adj./noun","當代的、同時期的；同時代的人、同輩","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"528","英檢中級 GEPT Intermediate","C","中級","I","content","adj./verb","滿意的、知足的；滿足於","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"529","英檢中級 GEPT Intermediate","C","中級","I","content","noun","內容、目錄","名詞常使用複數形態","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"530","英檢中級 GEPT Intermediate","C","中級","I","contest","noun/verb","比賽、競爭；競爭、爭取、爭辯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"531","英檢中級 GEPT Intermediate","C","中級","I","context","noun","語境、上下文、（事情發生的）背景","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"532","英檢中級 GEPT Intermediate","C","中級","I","continent","noun","洲、大陸","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"533","英檢中級 GEPT Intermediate","C","中級","I","continental","adj.","洲的、大陸的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"534","英檢中級 GEPT Intermediate","C","中級","I","continual","adj.","頻繁的、連續的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"535","英檢中級 GEPT Intermediate","C","中級","I","continuous","adj.","不斷的、連續的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"536","英檢中級 GEPT Intermediate","C","中級","I","contrary","adj./noun","相反的、完全不同的；反面、相反事物","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"537","英檢中級 GEPT Intermediate","C","中級","I","contrast","noun/verb","差異、對比；對比、顯出明顯差異","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"538","英檢中級 GEPT Intermediate","C","中級","I","contribute","verb","貢獻、捐款；投稿、撰稿","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"539","英檢中級 GEPT Intermediate","C","中級","I","contribution","noun","貢獻、捐款、捐助；投稿","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"540","英檢中級 GEPT Intermediate","C","中級","I","convenience","noun","便利性、便利設施","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"541","英檢中級 GEPT Intermediate","C","中級","I","convention","noun","傳統、習俗、常規；大會、會議；公約、協定","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"542","英檢中級 GEPT Intermediate","C","中級","I","conventional","adj.","遵循常規的、傳統的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"543","英檢中級 GEPT Intermediate","C","中級","I","converse","verb","交談","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"544","英檢中級 GEPT Intermediate","C","中級","I","convey","verb","表達、傳送","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"545","英檢中級 GEPT Intermediate","C","中級","I","convince","verb","使相信、說服","","L10","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"546","英檢中級 GEPT Intermediate","C","中級","I","cooker","noun","爐具","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"547","英檢中級 GEPT Intermediate","C","中級","I","cooperate","verb","合作、配合","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"548","英檢中級 GEPT Intermediate","C","中級","I","cooperation","noun","合作、配合","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"549","英檢中級 GEPT Intermediate","C","中級","I","cooperative","adj./noun","合作的、配合的；合作企業","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"550","英檢中級 GEPT Intermediate","C","中級","I","cope","verb","處理、應付","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"551","英檢中級 GEPT Intermediate","C","中級","I","copper","noun/adj.","銅、紫銅色；銅製的、紫銅色的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"552","英檢中級 GEPT Intermediate","C","中級","I","cord","noun","線、繩","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"553","英檢中級 GEPT Intermediate","C","中級","I","corporation","noun","（大）公司","= Corp.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"554","英檢中級 GEPT Intermediate","C","中級","I","correspond","verb","一致、符合；通信","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"555","英檢中級 GEPT Intermediate","C","中級","I","correspondent","noun","記者、通信者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"556","英檢中級 GEPT Intermediate","C","中級","I","corridor","noun","走廊、通道","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"557","英檢中級 GEPT Intermediate","C","中級","I","costly","adj.","昂貴的、代價高的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"558","英檢中級 GEPT Intermediate","C","中級","I","costume","noun","戲服","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"559","英檢中級 GEPT Intermediate","C","中級","I","cottage","noun","小屋","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"560","英檢中級 GEPT Intermediate","C","中級","I","council","noun","委員會、地方議會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"561","英檢中級 GEPT Intermediate","C","中級","I","counter","noun","櫃檯、計數器","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"562","英檢中級 GEPT Intermediate","C","中級","I","counter","verb","反駁","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"563","英檢中級 GEPT Intermediate","C","中級","I","courageous","adj.","勇敢的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"564","英檢中級 GEPT Intermediate","C","中級","I","courteous","adj.","有禮貌的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"565","英檢中級 GEPT Intermediate","C","中級","I","courtesy","noun","禮貌","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"566","英檢中級 GEPT Intermediate","C","中級","I","coward","adj./noun","膽小的；懦夫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"567","英檢中級 GEPT Intermediate","C","中級","I","cowboy","noun","牛仔","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"568","英檢中級 GEPT Intermediate","C","中級","I","crack","noun/verb","裂縫；斷裂","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"569","英檢中級 GEPT Intermediate","C","中級","I","cradle","noun","搖籃、發源地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"570","英檢中級 GEPT Intermediate","C","中級","I","cradle","verb","輕輕地抱著","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"571","英檢中級 GEPT Intermediate","C","中級","I","craft","noun","工藝、技術；船、艇、航空飛行器","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"572","英檢中級 GEPT Intermediate","C","中級","I","cram","verb","塞滿、擠滿、（考試前）死記硬背","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"573","英檢中級 GEPT Intermediate","C","中級","I","crane","noun","起重機；鶴","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"574","英檢中級 GEPT Intermediate","C","中級","I","crane","verb","探出（頭）、伸長（脖子）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"575","英檢中級 GEPT Intermediate","C","中級","I","crash","noun","撞車事故、失事；碰撞聲；暴跌、倒閉；（電腦或系統）當機","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"576","英檢中級 GEPT Intermediate","C","中級","I","crash","verb","碰撞、墜毀；破產、崩盤；（電腦或系統）當機","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"577","英檢中級 GEPT Intermediate","C","中級","I","crawl","verb/noun","爬行、緩慢行進","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"578","英檢中級 GEPT Intermediate","C","中級","I","creation","noun","創造、創作","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"579","英檢中級 GEPT Intermediate","C","中級","I","creative","adj.","有創意的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"580","英檢中級 GEPT Intermediate","C","中級","I","creator","noun","創造者、發明者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"581","英檢中級 GEPT Intermediate","C","中級","I","creature","noun","生物","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"582","英檢中級 GEPT Intermediate","C","中級","I","credit","verb","把錢存進帳戶；歸功於","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"583","英檢中級 GEPT Intermediate","C","中級","I","credit","noun","讚許；（經濟上的）信用、賒帳、信用貸款；學分","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"584","英檢中級 GEPT Intermediate","C","中級","I","creep","verb/noun","躡手躡腳、爬行","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"585","英檢中級 GEPT Intermediate","C","中級","I","crew","noun","全體工作人員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"586","英檢中級 GEPT Intermediate","C","中級","I","cricket","noun","蟋蟀；板球","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"587","英檢中級 GEPT Intermediate","C","中級","I","criminal","adj./noun","犯罪的；罪犯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"588","英檢中級 GEPT Intermediate","C","中級","I","cripple","noun","[冒犯]殘障人士、瘸子、跛子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"589","英檢中級 GEPT Intermediate","C","中級","I","cripple","verb","使跛腳、使受傷致殘；嚴重損害","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
