"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"1366","英檢中級 GEPT Intermediate","D","初級","E","divide","verb","分開、劃分","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1367","英檢中級 GEPT Intermediate","D","中級","I","divine","adj.","神的、神聖的、絕妙的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1368","英檢中級 GEPT Intermediate","D","初級","E","division","noun","分開；部門","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1369","英檢中級 GEPT Intermediate","D","中級","I","divorce","noun/verb","離婚","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1370","英檢中級 GEPT Intermediate","D","初級","E","dizzy","adj.","頭暈的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1371","英檢中級 GEPT Intermediate","D","初級","E","do","verb","做","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1372","英檢中級 GEPT Intermediate","D","初級","E","do","aux.","助動詞","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1373","英檢中級 GEPT Intermediate","D","中級","I","dock","noun/verb","碼頭；停靠碼頭","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1374","英檢中級 GEPT Intermediate","D","初級","E","doctor","noun","醫生、博士","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1375","英檢中級 GEPT Intermediate","D","初級","E","document","noun","文件","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1376","英檢中級 GEPT Intermediate","D","初級","E","dodge ball","noun","躲避球","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1377","英檢中級 GEPT Intermediate","D","初級","E","dog","noun","狗","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1378","英檢中級 GEPT Intermediate","D","初級","E","doll","noun","玩偶","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1379","英檢中級 GEPT Intermediate","D","初級","E","dollar","noun","元","= buck","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1380","英檢中級 GEPT Intermediate","D","初級","E","dolphin","noun","海豚","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1381","英檢中級 GEPT Intermediate","D","中級","I","domestic","adj.","家庭的；國內的","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1382","英檢中級 GEPT Intermediate","D","中級","I","dominant","adj.","主要的、佔優勢的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1383","英檢中級 GEPT Intermediate","D","中級","I","dominate","verb","支配、統治、佔首要地位","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1384","英檢中級 GEPT Intermediate","D","中級","I","donate","verb","捐贈","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1385","英檢中級 GEPT Intermediate","D","初級","E","donkey","noun","驢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1386","英檢中級 GEPT Intermediate","D","初級","E","door","noun","門","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1387","英檢中級 GEPT Intermediate","D","中級","I","dormitory","noun","宿舍","= dorm","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1388","英檢中級 GEPT Intermediate","D","中級","I","dose","noun","一劑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1389","英檢中級 GEPT Intermediate","D","初級","E","dot","noun","小圓點","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1390","英檢中級 GEPT Intermediate","D","初級","E","double","adj./verb/noun","雙重的；加倍；兩倍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1391","英檢中級 GEPT Intermediate","D","初級","E","Double Tenth Day","noun","雙十節","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1392","英檢中級 GEPT Intermediate","D","初級","E","doubt","noun/verb","疑慮；懷疑、對…不確信","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1393","英檢中級 GEPT Intermediate","D","中級","I","doubtful","adj.","懷疑的、不確定的、不太可能的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1394","英檢中級 GEPT Intermediate","D","初級","E","doughnut","noun","甜甜圈","= donut","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1395","英檢中級 GEPT Intermediate","D","中級","I","dove","noun","鴿子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1396","英檢中級 GEPT Intermediate","D","初級","E","down","adv./prep.","向下；在下方","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1397","英檢中級 GEPT Intermediate","D","初級","E","down","adj.","情緒低落","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1398","英檢中級 GEPT Intermediate","D","初級","E","down","noun","羽絨","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1399","英檢中級 GEPT Intermediate","D","初級","E","download","verb","下載","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1400","英檢中級 GEPT Intermediate","D","初級","E","downstairs","adv./adj.","朝樓下、在樓下；樓下的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1401","英檢中級 GEPT Intermediate","D","初級","E","downtown","adv./adj./noun","往市區；市區的；市區","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1402","英檢中級 GEPT Intermediate","D","中級","I","downwards downward","adv./adj.","向下","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1403","英檢中級 GEPT Intermediate","D","中級","I","doze","verb/noun","打瞌睡、小睡","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1404","英檢中級 GEPT Intermediate","D","初級","E","dozen","noun","一打","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1405","英檢中級 GEPT Intermediate","D","中級","I","draft","noun","草稿","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1406","英檢中級 GEPT Intermediate","D","中級","I","draft","verb","起草、草擬；徵召入伍、徵募","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1407","英檢中級 GEPT Intermediate","D","中級","I","drag","verb","拖、拉","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1408","英檢中級 GEPT Intermediate","D","中級","I","drag","noun","令人厭煩的事","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1409","英檢中級 GEPT Intermediate","D","初級","E","dragon","noun","龍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1410","英檢中級 GEPT Intermediate","D","初級","E","Dragon Boat Festival","noun","端午節","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1411","英檢中級 GEPT Intermediate","D","中級","I","dragonfly","noun","蜻蜓","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1412","英檢中級 GEPT Intermediate","D","中級","I","drain","verb/noun","排出液體；排水管","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1413","英檢中級 GEPT Intermediate","D","初級","E","drama","noun","戲劇","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1414","英檢中級 GEPT Intermediate","D","中級","I","dramatic","adj.","戲劇（性）的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1415","英檢中級 GEPT Intermediate","D","初級","E","draw","verb","畫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1416","英檢中級 GEPT Intermediate","D","初級","E","drawer","noun","抽屜","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1417","英檢中級 GEPT Intermediate","D","中級","I","dread","noun/verb","擔心、懼怕","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1418","英檢中級 GEPT Intermediate","D","中級","I","dreadful","adj.","可怕的、糟糕的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1419","英檢中級 GEPT Intermediate","D","初級","E","dream","noun/verb","夢；作夢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1420","英檢中級 GEPT Intermediate","D","初級","E","dress","verb/noun","著裝；洋裝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1421","英檢中級 GEPT Intermediate","D","中級","I","dressed","adj.","穿好衣服的、打扮好的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1422","英檢中級 GEPT Intermediate","D","初級","E","dresser","noun","斗櫃、衣櫃、梳妝台","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1423","英檢中級 GEPT Intermediate","D","中級","I","drift","verb/noun","漂流、漂泊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1424","英檢中級 GEPT Intermediate","D","中級","I","drill","noun/verb","鑽（頭）、鑽孔；演習、訓練、反覆練習","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1425","英檢中級 GEPT Intermediate","D","初級","E","drink","verb/noun","喝；飲料","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1426","英檢中級 GEPT Intermediate","D","中級","I","drip","verb/noun","滴下；水滴、滴水聲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1427","英檢中級 GEPT Intermediate","D","初級","E","drive","verb/noun","開車；車程","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1428","英檢中級 GEPT Intermediate","D","初級","E","driver","noun","駕駛員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1429","英檢中級 GEPT Intermediate","D","初級","E","drop","verb/noun","使滴落、丟下、下降；（一）滴","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1430","英檢中級 GEPT Intermediate","D","中級","I","drought","noun","乾旱","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1431","英檢中級 GEPT Intermediate","D","中級","I","drown","verb","溺死、淹沒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1432","英檢中級 GEPT Intermediate","D","中級","I","drowsy","adj.","昏昏欲睡的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1433","英檢中級 GEPT Intermediate","D","初級","E","drug","noun","藥品、毒品","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1434","英檢中級 GEPT Intermediate","D","初級","E","drugstore","noun","藥局","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1435","英檢中級 GEPT Intermediate","D","初級","E","drum","noun","鼓","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1436","英檢中級 GEPT Intermediate","D","中級","I","drunk","adj./noun","酒醉的；醉漢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1437","英檢中級 GEPT Intermediate","D","初級","E","dry","adj./verb","乾的；弄乾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1438","英檢中級 GEPT Intermediate","D","初級","E","dryer","noun","烘乾機、吹風機","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1439","英檢中級 GEPT Intermediate","D","初級","E","duck","noun","鴨","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1440","英檢中級 GEPT Intermediate","D","中級","I","duckling","noun","小鴨","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1441","英檢中級 GEPT Intermediate","D","中級","I","due","adj.","到期的、預計的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1442","英檢中級 GEPT Intermediate","D","中級","I","dull","adj.","枯燥乏味的、沒有光澤的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1443","英檢中級 GEPT Intermediate","D","初級","E","dumb","adj.","（口語）傻的、愚蠢的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1444","英檢中級 GEPT Intermediate","D","中級","I","dump","verb/noun","傾倒、拋棄；垃圾場","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1445","英檢中級 GEPT Intermediate","D","初級","E","dumpling","noun","餃子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1446","英檢中級 GEPT Intermediate","D","中級","I","durable","adj.","耐用的、持久的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1447","英檢中級 GEPT Intermediate","D","中級","I","duration","noun","持續期間","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1448","英檢中級 GEPT Intermediate","D","初級","E","during","prep.","在…期間","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1449","英檢中級 GEPT Intermediate","D","中級","I","dusk","noun","黃昏","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1450","英檢中級 GEPT Intermediate","D","中級","I","dust","noun/verb","灰塵、塵土；擦去灰塵","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1451","英檢中級 GEPT Intermediate","D","中級","I","dusty","adj.","佈滿灰塵的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1452","英檢中級 GEPT Intermediate","D","初級","E","duty","noun","責任、職責","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1453","英檢中級 GEPT Intermediate","D","中級","I","dye","noun/verb","染料；染色","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1454","英檢中級 GEPT Intermediate","D","中級","I","dynamic","adj.","有活力的、不斷變化的","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1455","英檢中級 GEPT Intermediate","D","中級","I","dynasty","noun","朝代","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/f0481ac6e9b60a089dc49e56f762b3c6"
"1456","英檢中級 GEPT Intermediate","E","初級","E","each","pron./adj./adv.","每個","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1457","英檢中級 GEPT Intermediate","E","中級","I","eager","adj.","熱切的、渴望的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1458","英檢中級 GEPT Intermediate","E","初級","E","eagle","noun","鷹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1459","英檢中級 GEPT Intermediate","E","初級","E","ear","noun","耳","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1460","英檢中級 GEPT Intermediate","E","初級","E","early","adj./adv.","早的；早","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1461","英檢中級 GEPT Intermediate","E","初級","E","earn","verb","賺得","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1462","英檢中級 GEPT Intermediate","E","中級","I","earnest","adj./noun","認真的、誠摯的；認真、誠摯","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1463","英檢中級 GEPT Intermediate","E","中級","I","earnings","noun","薪水、收入","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1464","英檢中級 GEPT Intermediate","E","中級","I","earring","noun","耳環","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1465","英檢中級 GEPT Intermediate","E","初級","E","earth","noun","地球","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1466","英檢中級 GEPT Intermediate","E","中級","I","earthquake","noun","地震","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1467","英檢中級 GEPT Intermediate","E","中級","I","ease","verb/noun","減輕、緩和；輕易","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1468","英檢中級 GEPT Intermediate","E","初級","E","east","noun/adv./adj.","東方；向東；東邊的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
"1469","英檢中級 GEPT Intermediate","E","初級","E","Easter","noun","復活節","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/964dca6644867c1107c60cc90556d432"
