序號,分類,字母,單字或片語,詞性縮寫,詞性,中文含義,來源
717,TOEFL 托福高頻詞彙 1-1000,C,catalyst,n.,名詞,催化剂;促使事情发展的因素,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
718,TOEFL 托福高頻詞彙 1-1000,C,catalyze,vt.,及物動詞,促使;激励,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
719,TOEFL 托福高頻詞彙 1-1000,C,catastrophe,n.,名詞,异常的灾祸,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
720,TOEFL 托福高頻詞彙 1-1000,C,catching,adj.,形容詞,"传染的;有魅力的,迷人的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
721,TOEFL 托福高頻詞彙 1-1000,E,eye-catching,adj.,形容詞,"引人注目的,耀眼的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
722,TOEFL 托福高頻詞彙 1-1000,C,catch on,词组,片語,"理理解,领会",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
723,TOEFL 托福高頻詞彙 1-1000,C,categorize,vt.,及物動詞,分类,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
724,TOEFL 托福高頻詞彙 1-1000,C,category,n.,名詞,"种类,类目;范畴",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
725,TOEFL 托福高頻詞彙 1-1000,C,cater,vi.,不及物動詞,"满足足需要,迎合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
726,TOEFL 托福高頻詞彙 1-1000,C,caterpillar,n.,名詞,毛虫,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
727,TOEFL 托福高頻詞彙 1-1000,C,cathedral,n.,名詞,"总教堂,大大教堂",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
728,TOEFL 托福高頻詞彙 1-1000,C,cause,vt. / n.,及物動詞 / 名詞,"导致,引起；原因;事业",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
729,TOEFL 托福高頻詞彙 1-1000,C,cautious,adj.,形容詞,"小心的,谨慎的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
730,TOEFL 托福高頻詞彙 1-1000,C,cautiously,adv.,副詞,"小心地,谨慎地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
731,TOEFL 托福高頻詞彙 1-1000,C,caution,n. / vt.,名詞 / 及物動詞,"小心,谨慎；警告",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
732,TOEFL 托福高頻詞彙 1-1000,C,cavern,n.,名詞,"大大山洞,大大洞穴穴",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
733,TOEFL 托福高頻詞彙 1-1000,C,cavity,n.,名詞,洞;腔,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
734,TOEFL 托福高頻詞彙 1-1000,C,cease,v.,動詞,"停止,终止",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
735,TOEFL 托福高頻詞彙 1-1000,C,ceaseless,adj.,形容詞,不不停的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
736,TOEFL 托福高頻詞彙 1-1000,C,celebrated,adj.,形容詞,"有名的,大大名鼎鼎的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
737,TOEFL 托福高頻詞彙 1-1000,C,celebrate,vt.,及物動詞,"庆祝,祝贺;表扬,赞美",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
738,TOEFL 托福高頻詞彙 1-1000,C,celebrity,n.,名詞,名人,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
739,TOEFL 托福高頻詞彙 1-1000,C,celestial,adj.,形容詞,天体的;天上的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
740,TOEFL 托福高頻詞彙 1-1000,C,cell,n.,名詞,"细胞,单人牢房,电池",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
741,TOEFL 托福高頻詞彙 1-1000,C,cellist,n.,名詞,大大提琴家,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
742,TOEFL 托福高頻詞彙 1-1000,C,cello,n.,名詞,大大提琴,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
743,TOEFL 托福高頻詞彙 1-1000,C,census,n.,名詞,"人口调查,人口普查",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
744,TOEFL 托福高頻詞彙 1-1000,C,centennial,n.,名詞,百年年纪念,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
745,TOEFL 托福高頻詞彙 1-1000,C,centigrade,adj.,形容詞,摄氏氏(温度)的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
746,TOEFL 托福高頻詞彙 1-1000,C,ceremonial,n. / adj.,名詞 / 形容詞,仪式；正式的;仪式的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
747,TOEFL 托福高頻詞彙 1-1000,C,ceremony,n.,名詞,"典礼,仪式;礼节",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
748,TOEFL 托福高頻詞彙 1-1000,C,chafe,vt.,及物動詞,"(将皮皮肤等)擦热,擦破；使恼火",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
749,TOEFL 托福高頻詞彙 1-1000,C,chagrin,n.,名詞,"懊恼,失望",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
750,TOEFL 托福高頻詞彙 1-1000,C,chalk,n.,名詞,粉笔,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
751,TOEFL 托福高頻詞彙 1-1000,C,chamber,n.,名詞,室;房间,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
752,TOEFL 托福高頻詞彙 1-1000,C,champion,n. / vt.,名詞 / 及物動詞,冠军;拥护者；支支持;主张,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
753,TOEFL 托福高頻詞彙 1-1000,C,championship,n.,名詞,锦标赛,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
754,TOEFL 托福高頻詞彙 1-1000,C,chaos,n.,名詞,混乱,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
755,TOEFL 托福高頻詞彙 1-1000,C,chaotic,adj.,形容詞,混乱的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
756,TOEFL 托福高頻詞彙 1-1000,C,chapel,n.,名詞,小礼拜堂,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
757,TOEFL 托福高頻詞彙 1-1000,C,character,n.,名詞,⻆角色色;性格,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
758,TOEFL 托福高頻詞彙 1-1000,C,characteristic,adj. / n.,形容詞 / 名詞,"典型的,表现特征的,特有的；特征,特性",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
759,TOEFL 托福高頻詞彙 1-1000,C,characterize,vt.,及物動詞,"表现...的特色色,刻画...的性格",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
760,TOEFL 托福高頻詞彙 1-1000,B,be characterized by,词组,片語,"以...为特征,典型代表",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
761,TOEFL 托福高頻詞彙 1-1000,C,charcoal,n.,名詞,炭;木木炭,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
762,TOEFL 托福高頻詞彙 1-1000,C,charitable,adj.,形容詞,"慈善事业的,慈善的;仁慈的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
763,TOEFL 托福高頻詞彙 1-1000,C,charter,v. / n.,動詞 / 名詞,"包租;特许；宪章,章程",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
764,TOEFL 托福高頻詞彙 1-1000,C,chart,n. / vt.,名詞 / 及物動詞,"海海图,图表；制图",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
765,TOEFL 托福高頻詞彙 1-1000,C,chaste,adj.,形容詞,贞洁的;(思想、言言论)朴素的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
766,TOEFL 托福高頻詞彙 1-1000,C,chat,vi.,不及物動詞,闲谈,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
767,TOEFL 托福高頻詞彙 1-1000,C,chateau,n.,名詞,"城堡,高高级旅馆",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
768,TOEFL 托福高頻詞彙 1-1000,C,check,vt. / n.,及物動詞 / 名詞,"检查,核对;阻止,控制；支支票",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
769,TOEFL 托福高頻詞彙 1-1000,C,checkup,n.,名詞,审查;身体检查,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
770,TOEFL 托福高頻詞彙 1-1000,C,checkout,n.,名詞,"检验,校验",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
771,TOEFL 托福高頻詞彙 1-1000,C,check out,词组,片語,"检验,校验",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
772,TOEFL 托福高頻詞彙 1-1000,P,paycheck,n.,名詞,付薪水的支支票,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
773,TOEFL 托福高頻詞彙 1-1000,C,chef,n.,名詞,厨师,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
774,TOEFL 托福高頻詞彙 1-1000,C,cherish,v.,動詞,怀抱(希望等);珍爱,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
775,TOEFL 托福高頻詞彙 1-1000,C,chill,vt. / n.,及物動詞 / 名詞,"使冷,变冷;冷却；寒意,寒战",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
776,TOEFL 托福高頻詞彙 1-1000,C,chilly,adj.,形容詞,寒冷的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
777,TOEFL 托福高頻詞彙 1-1000,C,chilli,n.,名詞,红辣椒,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
778,TOEFL 托福高頻詞彙 1-1000,C,chimpanzee,n.,名詞,黑黑猩猩,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
779,TOEFL 托福高頻詞彙 1-1000,G,gorilla,n.,名詞,大大猩猩,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
780,TOEFL 托福高頻詞彙 1-1000,C,chisel,n. / v.,名詞 / 動詞,"凿子；砍凿,凿刻",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
781,TOEFL 托福高頻詞彙 1-1000,C,chivalry,n.,名詞,"骑士气气概,侠义;献殷勤勤",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
782,TOEFL 托福高頻詞彙 1-1000,C,choke,vt.,及物動詞,使窒息,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
783,TOEFL 托福高頻詞彙 1-1000,C,chop,vt.,及物動詞,砍,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
784,TOEFL 托福高頻詞彙 1-1000,C,choppy,adj.,形容詞,"波浪起伏的,(⻛风)不不断改变方向的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
785,TOEFL 托福高頻詞彙 1-1000,C,chord,n.,名詞,"琴弦,心弦",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
786,TOEFL 托福高頻詞彙 1-1000,C,chore,n.,名詞,家务杂事,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
787,TOEFL 托福高頻詞彙 1-1000,C,choreography,n.,名詞,舞蹈编排,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
788,TOEFL 托福高頻詞彙 1-1000,C,choreograph,vt.,及物動詞,设计舞蹈动作,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
789,TOEFL 托福高頻詞彙 1-1000,C,choreographer,n.,名詞,舞蹈指导,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
790,TOEFL 托福高頻詞彙 1-1000,C,choreographic,adj.,形容詞,"舞蹈术的,舞台舞蹈的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
791,TOEFL 托福高頻詞彙 1-1000,C,chorus,n.,名詞,合唱团,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
792,TOEFL 托福高頻詞彙 1-1000,C,chronic,adj.,形容詞,长期的;慢性的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
793,TOEFL 托福高頻詞彙 1-1000,C,chronological,adj.,形容詞,按年年代顺序排列列的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
794,TOEFL 托福高頻詞彙 1-1000,C,chronology,n.,名詞,"年年代学,年年表",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
795,TOEFL 托福高頻詞彙 1-1000,C,chubby,adj.,形容詞,"丰满的,圆胖的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
796,TOEFL 托福高頻詞彙 1-1000,C,chunk,n.,名詞,大大块;矮胖的人或物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
797,TOEFL 托福高頻詞彙 1-1000,C,cider,n.,名詞,"苹果酒,苹果汁",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
798,TOEFL 托福高頻詞彙 1-1000,C,cipher,n.,名詞,密码,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
799,TOEFL 托福高頻詞彙 1-1000,C,circuit,n.,名詞,电路路,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
800,TOEFL 托福高頻詞彙 1-1000,C,circular,adj.,形容詞,循环的;圆的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
801,TOEFL 托福高頻詞彙 1-1000,C,circle,n. / vt.,名詞 / 及物動詞,"圆周,圆形物；包围,环绕",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
802,TOEFL 托福高頻詞彙 1-1000,C,circulate,v.,動詞,(使)循环;(使)传播,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
803,TOEFL 托福高頻詞彙 1-1000,C,circulation,n.,名詞,循环;流通,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
804,TOEFL 托福高頻詞彙 1-1000,C,circumference,n.,名詞,圆周;周长,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
805,TOEFL 托福高頻詞彙 1-1000,C,circumscribe,vt.,及物動詞,划界限;限制,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
806,TOEFL 托福高頻詞彙 1-1000,C,circumstance,n.,名詞,"环境,情况",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
807,TOEFL 托福高頻詞彙 1-1000,C,citadel,n.,名詞,"堡垒,要塞",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
808,TOEFL 托福高頻詞彙 1-1000,C,cite,vt.,及物動詞,"引用用,举例例",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
809,TOEFL 托福高頻詞彙 1-1000,C,citizenship,n.,名詞,公⺠民(的身份),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
810,TOEFL 托福高頻詞彙 1-1000,C,civil,adj.,形容詞,公⺠民的;市⺠民的；国内的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
811,TOEFL 托福高頻詞彙 1-1000,C,civil rights,词组,片語,公⺠民权,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
812,TOEFL 托福高頻詞彙 1-1000,C,civil war,词组,片語,内战,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
813,TOEFL 托福高頻詞彙 1-1000,C,civility,n.,名詞,"彬彬有礼,斯文文",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
814,TOEFL 托福高頻詞彙 1-1000,C,civilization,n.,名詞,"文文明,文文化",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
815,TOEFL 托福高頻詞彙 1-1000,C,civilian,adj. / n.,形容詞 / 名詞,平⺠民的;⺠民用用的；平⺠民,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
816,TOEFL 托福高頻詞彙 1-1000,C,claim,n. / v.,名詞 / 動詞,"要求,要求权；声称,主张",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
817,TOEFL 托福高頻詞彙 1-1000,C,clam,n.,名詞,"蛤,蛤肉肉",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
818,TOEFL 托福高頻詞彙 1-1000,C,clamor,n.,名詞,"叫嚣,喧哗",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
819,TOEFL 托福高頻詞彙 1-1000,R,reclamation,n.,名詞,开垦;改造;(废料料等的)回收,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
820,TOEFL 托福高頻詞彙 1-1000,C,clan,n.,名詞,"家族,宗族",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
821,TOEFL 托福高頻詞彙 1-1000,C,clap,n. / v.,名詞 / 動詞,拍手手声;霹雳声；鼓鼓掌;轻拍,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
822,TOEFL 托福高頻詞彙 1-1000,C,clarify,vt.,及物動詞,"澄清,阐明",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
823,TOEFL 托福高頻詞彙 1-1000,C,clarification,n.,名詞,"澄清,净化",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
824,TOEFL 托福高頻詞彙 1-1000,C,classify,vt.,及物動詞,"把...分类,分等级",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
825,TOEFL 托福高頻詞彙 1-1000,C,classification,n.,名詞,"分类,分级",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
826,TOEFL 托福高頻詞彙 1-1000,C,clause,n.,名詞,分句句;条款,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
827,TOEFL 托福高頻詞彙 1-1000,C,clay,n.,名詞,粘土土;泥土土,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
828,TOEFL 托福高頻詞彙 1-1000,C,clergy,n.,名詞,牧师,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
829,TOEFL 托福高頻詞彙 1-1000,C,clergyman,n.,名詞,"牧师,教士",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
830,TOEFL 托福高頻詞彙 1-1000,C,cliff,n.,名詞,悬崖峭壁,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
831,TOEFL 托福高頻詞彙 1-1000,C,climate,n.,名詞,气气候;社会⻛风气气或趋势,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
832,TOEFL 托福高頻詞彙 1-1000,C,climatic,adj.,形容詞,气气候上的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
833,TOEFL 托福高頻詞彙 1-1000,C,cling,vi.,不及物動詞,"粘紧,附着；坚持(意⻅见),墨墨守(习惯)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
834,TOEFL 托福高頻詞彙 1-1000,C,clinic,n.,名詞,⻔门诊所,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
835,TOEFL 托福高頻詞彙 1-1000,C,clinical,adj.,形容詞,临床的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
836,TOEFL 托福高頻詞彙 1-1000,C,clip,vt.,及物動詞,修剪,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
837,TOEFL 托福高頻詞彙 1-1000,C,clockwise,adj./adv.,形容詞 / 副詞,顺时针方向的(地),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
838,TOEFL 托福高頻詞彙 1-1000,C,counterclockwise,adj./adv.,形容詞 / 副詞,逆时针方向的(地),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
839,TOEFL 托福高頻詞彙 1-1000,C,clog,vt.,及物動詞,"障碍,阻塞",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
840,TOEFL 托福高頻詞彙 1-1000,C,clumsy,adj.,形容詞,笨拙的;愚笨的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
841,TOEFL 托福高頻詞彙 1-1000,C,cluster,n. / vi.,名詞 / 不及物動詞,"簇,串串,群；丛生;聚集",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
842,TOEFL 托福高頻詞彙 1-1000,C,clutch,v. / n.,動詞 / 名詞,"抓住,攫取；一一次产的或孵的蛋(或卵卵)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
843,TOEFL 托福高頻詞彙 1-1000,C,coalesce,vi.,不及物動詞,"联合,合并",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
844,TOEFL 托福高頻詞彙 1-1000,C,coalescence,n.,名詞,"合并,联合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
845,TOEFL 托福高頻詞彙 1-1000,C,coalition,n.,名詞,"联合,同盟",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
846,TOEFL 托福高頻詞彙 1-1000,C,coarse,adj.,形容詞,粗糙的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
847,TOEFL 托福高頻詞彙 1-1000,C,coax,vt.,及物動詞,"哄诱,巧言言诱哄",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
848,TOEFL 托福高頻詞彙 1-1000,C,code of laws,词组,片語,法典,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
849,TOEFL 托福高頻詞彙 1-1000,C,codify,vt.,及物動詞,"编成法典,编辑成书",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
850,TOEFL 托福高頻詞彙 1-1000,C,coexist,vi.,不及物動詞,"同时存在,共存",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
851,TOEFL 托福高頻詞彙 1-1000,C,cognitive,adj.,形容詞,认知的;感知的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
852,TOEFL 托福高頻詞彙 1-1000,C,coherent,adj.,形容詞,粘在一一起的；连贯的;有条理理的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
853,TOEFL 托福高頻詞彙 1-1000,C,coherence,n.,名詞,一一致,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
854,TOEFL 托福高頻詞彙 1-1000,C,cohesion,n.,名詞,"附着(力),凝聚力",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
855,TOEFL 托福高頻詞彙 1-1000,C,cohesive,adj.,形容詞,粘着的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
856,TOEFL 托福高頻詞彙 1-1000,C,coil,n. / vt.,名詞 / 及物動詞,"(一一)卷;线圈；盘绕,卷",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
857,TOEFL 托福高頻詞彙 1-1000,R,recoil,vi.,不及物動詞,"弹回,反冲",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
858,TOEFL 托福高頻詞彙 1-1000,C,coin,n. / vt.,名詞 / 及物動詞,铸币；创造(一一个新的词语或短语),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
859,TOEFL 托福高頻詞彙 1-1000,C,coinage,n.,名詞,"造币,货币制度",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
